metric,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
-1.3105694006585356,0.0,False,,,1,5a8933a1,df4720e8a3f94a7786f2bcd1a52c3ba8,2022-10-27_18-49-21,1666918161,0.0,7504,Lil_machine2,127.0.0.1,0.0,0,1,0.0
