metric,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
1.0,0.0,False,,,1,2aa40_00006,7b09e0b864904560891ebf24c9def119,2022-10-27_18-48-05,1666918085,0.0,21980,Lil_machine2,127.0.0.1,0.0,0,1,0.00800013542175293
