metric,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
1.0,0.0,False,,,1,63fce4ef,8736233dc4944ae083eabedbffe37f64,2022-10-27_18-49-36,1666918176,0.0,26740,Lil_machine2,127.0.0.1,0.0,0,1,0.012313127517700195
