metric,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
1.0,0.0,False,,,1,422e302f,4f9546d4bc70464ab6037bbdbc4f3b0a,2022-10-27_18-48-39,1666918119,0.0,2072,Lil_machine2,127.0.0.1,0.0,0,1,0.007491350173950195
