metric,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
-0.7799726016810132,0.0,False,,,1,46847b7c,b9f4bf5a46b244d2a654c0b50a423cc4,2022-10-27_18-48-47,1666918127,0.0,21532,Lil_machine2,127.0.0.1,0.0,0,1,0.0
