metric,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
1.0,0.0,False,,,1,7b8de9d8,e15bd8db3f0742edb1eca560f3a06159,2022-10-27_18-50-16,1666918216,0.0,11140,Lil_machine2,127.0.0.1,0.0,0,1,0.007631063461303711
